Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Herringbone Bronze (4 M),CA36598LEW-E65BF,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone Bronze 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Bronze (5 M),CA36598LEW-B0BD0,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone Bronze  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Chalk (4 M),CA36598LEW-910D1,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Chalk 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Chalk (5 M),CA36598LEW-6BB5F,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Chalk  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Copper (4 M),CA36598LEW-17A82,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Copper 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Copper (5 M),CA36598LEW-EA86B,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Copper  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Flint (4 M),CA36598LEW-AA33B,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Flint 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Flint (5 M),CA36598LEW-38D45,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Flint  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Graphite (4 M),CA36598LEW-96A2B,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Graphite 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Graphite (5 M),CA36598LEW-BB0A9,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Graphite  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Quicksilver (4 M),CA36598LEW-20841,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Quicksilver 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Quicksilver (5 M),CA36598LEW-E9796,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Quicksilver  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Zinc (4 M),CA36598LEW-994B4,Lewis Abbott,92.76,92.76,166.66666666666669,Carpet,Carpet,Lewis Abbott Herringbone  Zinc 4,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Herringbone Zinc (5 M),CA36598LEW-9C5A5,Lewis Abbott,115.95,115.95,208.33333333333337,Carpet,Carpet,Lewis Abbott Herringbone  Zinc  5,Price per SQM: £50.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Carnival Stripe (4 M),CA82905LEW-74FB0,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill Carnival Stripe 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Carnival Stripe (5 M),CA82905LEW-CC81C,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill Carnival Stripe  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Clay (4 M),CA82905LEW-AD6FA,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Clay 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Clay (5 M),CA82905LEW-7F596,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Clay  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Cobblestone (4 M),CA82905LEW-7A52D,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Cobblestone 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Cobblestone (5 M),CA82905LEW-36CB4,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Cobblestone  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Earth (4 M),CA82905LEW-E1DAB,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Earth 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Earth (5 M),CA82905LEW-90944,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Earth  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Electric Cinema (4 M),CA82905LEW-33CAC,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Electric Cinema 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Electric Cinema (5 M),CA82905LEW-2C402,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Electric Cinema  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Pastel Mews (4 M),CA82905LEW-46E49,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Pastel Mews 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Pastel Mews (5 M),CA82905LEW-84433,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Pastel Mews  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Pebble (4 M),CA82905LEW-085FC,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Pebble 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Pebble (5 M),CA82905LEW-17E48,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Pebble  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Portobello Market (4 M),CA82905LEW-891CE,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Portobello Market 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Portobello Market (5 M),CA82905LEW-64F28,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Portobello Market  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Putty (4 M),CA82905LEW-CC69E,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Putty 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Putty (5 M),CA82905LEW-D94DC,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Putty  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Shingle (4 M),CA82905LEW-90C59,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Shingle 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Shingle (5 M),CA82905LEW-D845D,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Shingle  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Vintage Taupe (4 M),CA82905LEW-2C822,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Vintage Taupe 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Vintage Taupe (5 M),CA82905LEW-6F4DD,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Vintage Taupe  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Westbourne Grove (4 M),CA82905LEW-14D0C,Lewis Abbott,81.56,81.56,146.66666666666666,Carpet,Carpet,Lewis Abbott Notting Hill  Westbourne Grove 4,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Notting Hill Westbourne Grove (5 M),CA82905LEW-2C577,Lewis Abbott,101.95,101.95,183.33333333333331,Carpet,Carpet,Lewis Abbott Notting Hill  Westbourne Grove  5,Price per SQM: £44.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Dove Grey (4 M),CA90350LEW-46075,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow Dove Grey 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Dove Grey (5 M),CA90350LEW-47E58,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow Dove Grey  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Dusty Dawn (4 M),CA90350LEW-1A231,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Dusty Dawn 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Dusty Dawn (5 M),CA90350LEW-83FE3,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Dusty Dawn  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Misty Morning (4 M),CA90350LEW-EE96D,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Misty Morning 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Misty Morning (5 M),CA90350LEW-737A0,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Misty Morning  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Moon Beam (4 M),CA90350LEW-CC82A,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Moon Beam 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Moon Beam (5 M),CA90350LEW-C69BD,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Moon Beam  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Mouse Tail (4 M),CA90350LEW-CF2B4,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Mouse Tail 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Mouse Tail (5 M),CA90350LEW-E2B10,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Mouse Tail  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Mud Stone (4 M),CA90350LEW-7F87D,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Mud Stone 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Mud Stone (5 M),CA90350LEW-87877,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Mud Stone  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Shingle (4 M),CA90350LEW-90C59,Lewis Abbott,108.36,108.36,183.33333333333331,Carpet,Carpet,Lewis Abbott Padstow  Shingle 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Padstow Shingle (5 M),CA90350LEW-D845D,Lewis Abbott,135.45,135.45,229.16666666666663,Carpet,Carpet,Lewis Abbott Padstow  Shingle  5,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Clay (4 M),CA17403LEW-AD6FA,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance Clay 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Clay (5 M),CA17403LEW-7F596,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance Clay  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Dusk (4 M),CA17403LEW-1BB52,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Dusk 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Dusk (5 M),CA17403LEW-0F404,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Dusk  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Limestone (4 M),CA17403LEW-BE7B7,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Limestone 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Limestone (5 M),CA17403LEW-864F1,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Limestone  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Night Fall (4 M),CA17403LEW-EF18A,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Night Fall 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Night Fall (5 M),CA17403LEW-5E3CF,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Night Fall  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Rocksalt (4 M),CA17403LEW-DE8B6,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Rocksalt 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Rocksalt (5 M),CA17403LEW-B873A,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Rocksalt  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Sea Shell (4 M),CA17403LEW-31D67,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Sea Shell 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Sea Shell (5 M),CA17403LEW-5F5CB,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Sea Shell  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Silver Mist (4 M),CA17403LEW-C6359,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Silver Mist 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Silver Mist (5 M),CA17403LEW-47B6F,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Silver Mist  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Storm Cloud (4 M),CA17403LEW-02A85,Lewis Abbott,97.16,97.16,173.33333333333331,Carpet,Carpet,Lewis Abbott Penzance  Storm Cloud 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Penzance Storm Cloud (5 M),CA17403LEW-C2385,Lewis Abbott,121.44999999999999,121.44999999999999,216.66666666666663,Carpet,Carpet,Lewis Abbott Penzance  Storm Cloud  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Clay (4 M),CA81921LEW-AD6FA,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri Clay 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Clay (5 M),CA81921LEW-7F596,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri Clay  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Earth (4 M),CA81921LEW-E1DAB,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Earth 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Earth (5 M),CA81921LEW-90944,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Earth  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Nickel (4 M),CA81921LEW-B55CB,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Nickel 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Nickel (5 M),CA81921LEW-7FCDE,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Nickel  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Pebble (4 M),CA81921LEW-085FC,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Pebble 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Pebble (5 M),CA81921LEW-17E48,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Pebble  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Pumice (4 M),CA81921LEW-F43C1,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Pumice 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Pumice (5 M),CA81921LEW-4741E,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Pumice  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Slate (4 M),CA81921LEW-0E4E7,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Slate 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Slate (5 M),CA81921LEW-05469,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Slate  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Steel (4 M),CA81921LEW-06DC8,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Steel 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Steel (5 M),CA81921LEW-46B99,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Steel  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Stone (4 M),CA81921LEW-5A09A,Lewis Abbott,79.16,79.16,156.66666666666666,Carpet,Carpet,Lewis Abbott Pot Pouri  Stone 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pot Pouri Stone (5 M),CA81921LEW-8C23F,Lewis Abbott,98.94999999999999,98.94999999999999,195.83333333333331,Carpet,Carpet,Lewis Abbott Pot Pouri  Stone  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Brushed Stone (4 M),CA47869LEW-D269F,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm Brushed Stone 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Brushed Stone (5 M),CA47869LEW-66E19,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm Brushed Stone  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Cottage Cream (4 M),CA47869LEW-72070,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm  Cottage Cream 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Cottage Cream (5 M),CA47869LEW-C61FD,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm  Cottage Cream  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Dream Decor (4 M),CA47869LEW-93E5D,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm  Dream Decor 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Dream Decor (5 M),CA47869LEW-7228D,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm  Dream Decor  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Eternal Nature (4 M),CA47869LEW-DBBB3,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm  Eternal Nature 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Eternal Nature (5 M),CA47869LEW-850A8,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm  Eternal Nature  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Polished Marble (4 M),CA47869LEW-6A192,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm  Polished Marble 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Polished Marble (5 M),CA47869LEW-00ABF,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm  Polished Marble  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Soft Mink (4 M),CA47869LEW-E2A6C,Lewis Abbott,53.36,53.36,106.66666666666666,Carpet,Carpet,Lewis Abbott Rural Charm  Soft Mink 4,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Rural Charm Soft Mink (5 M),CA47869LEW-6D365,Lewis Abbott,66.7,66.7,133.33333333333331,Carpet,Carpet,Lewis Abbott Rural Charm  Soft Mink  5,Price per SQM: £32.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Ben Nevis 60 - Grey Cragg (4 M),CA50487RIV-A8AD3,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis 60 - Grey Cragg 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Ben Nevis 61 - Heather Ridge (4 M),CA50487RIV-BF833,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis  61 - Heather Ridge 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Ben Nevis 62 - Lime Rock (4 M),CA50487RIV-9C645,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis  62 - Lime Rock 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Ben Nevis 63 - Silver Brook (4 M),CA50487RIV-30F06,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis  63 - Silver Brook 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Ben Nevis 64 - Highland Stone (4 M),CA50487RIV-DC1C4,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis  64 - Highland Stone 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
